CODE,DATACOUNT,SHOWTIP,COUN_ID,DIFFVALUE,month,STATVALUE,industry_class,TOWN_ID,TOWN_NA,year,SUM,ITEMCOUNT,COUN_NA,api_type
,217,True,66000,,10,382503.8,,6601900,新社區,102,382503.8,217,臺中市,PItemStatistics
,541,True,66000,,10,469605.75,,6601700,潭子區,102,469605.75,541,臺中市,PItemStatistics
,442,True,66000,,10,1028313.3,,6602500,龍井區,102,1028313.3,442,臺中市,PItemStatistics
,924,True,66000,,10,1136976.54,,6600900,豐原區,102,1136976.54,924,臺中市,PItemStatistics
,410,True,66000,,10,593919.61,,6602600,霧峰區,102,593919.61,410,臺中市,PItemStatistics
,473,True,66000,,11,815465,,6601100,大甲區,102,815465,473,臺中市,PItemStatistics
,128,True,66000,,11,631595.47,,6602200,大安區,102,631595.47,128,臺中市,PItemStatistics
,276,True,66000,,11,692601,,6602400,大肚區,102,692601,276,臺中市,PItemStatistics
,1125,True,66000,,11,1231497,,6602800,大里區,102,1231497,1125,臺中市,PItemStatistics
,615,True,66000,,11,711343.4,,6601800,大雅區,102,711343.4,615,臺中市,PItemStatistics
,180,True,66000,,11,245752,,6600100,中區,102,245752,180,臺中市,PItemStatistics
,930,True,66000,,11,1398302.54,,6602700,太平區,102,1398302.54,930,臺中市,PItemStatistics
,1401,True,66000,,11,1636722.4,,6600800,北屯區,102,1636722.4,1401,臺中市,PItemStatistics
,910,True,66000,,11,968367,,6600500,北區,102,968367,910,臺中市,PItemStatistics
,163,True,66000,,11,389245,,6602100,外埔區,102,389245,163,臺中市,PItemStatistics
,147,True,66000,,11,198028,,6602000,石岡區,102,198028,147,臺中市,PItemStatistics
,448,True,66000,,11,708175.73,,6601500,后里區,102,708175.73,448,臺中市,PItemStatistics
,1378,True,66000,,11,2367066.3,,6600600,西屯區,102,2367066.3,1378,臺中市,PItemStatistics
,734,True,66000,,11,644882,,6600400,西區,102,644882,734,臺中市,PItemStatistics
,468,True,66000,,11,872526,,6601300,沙鹿區,102,872526,468,臺中市,PItemStatistics
,190,True,66000,,11,241699,,6602900,和平區,102,241699,190,臺中市,PItemStatistics
,523,True,66000,,11,1008573,,6600200,東區,102,1008573,523,臺中市,PItemStatistics
,398,True,66000,,11,645557,,6601000,東勢區,102,645557,398,臺中市,PItemStatistics
,1035,True,66000,,11,1529723.1,,6600700,南屯區,102,1529723.1,1035,臺中市,PItemStatistics
,632,True,66000,,11,659421,,6600300,南區,102,659421,632,臺中市,PItemStatistics
,445,True,66000,,11,1175904,,6602300,烏日區,102,1175904,445,臺中市,PItemStatistics
,431,True,66000,,11,978291,,6601600,神岡區,102,978291,431,臺中市,PItemStatistics
,365,True,66000,,11,1077411,,6601400,梧棲區,102,1077411,365,臺中市,PItemStatistics
,660,True,66000,,11,1193372,,6601200,清水區,102,1193372,660,臺中市,PItemStatistics
,217,True,66000,,11,436524,,6601900,新社區,102,436524,217,臺中市,PItemStatistics
,541,True,66000,,11,527193,,6601700,潭子區,102,527193,541,臺中市,PItemStatistics
,444,True,66000,,11,1162373,,6602500,龍井區,102,1162373,444,臺中市,PItemStatistics
,925,True,66000,,11,1275160,,6600900,豐原區,102,1275160,925,臺中市,PItemStatistics
,404,True,66000,,11,697870,,6602600,霧峰區,102,697870,404,臺中市,PItemStatistics
,473,True,66000,,12,842646.94,,6601100,大甲區,102,842646.94,473,臺中市,PItemStatistics
,128,True,66000,,12,652684.32,,6602200,大安區,102,652684.32,128,臺中市,PItemStatistics
,279,True,66000,,12,715751.76,,6602400,大肚區,102,715751.76,279,臺中市,PItemStatistics
,1136,True,66000,,12,1273486.57,,6602800,大里區,102,1273486.57,1136,臺中市,PItemStatistics
,615,True,66000,,12,735123.53,,6601800,大雅區,102,735123.53,615,臺中市,PItemStatistics
,180,True,66000,,12,253943.7,,6600100,中區,102,253943.7,180,臺中市,PItemStatistics
,932,True,66000,,12,1445211.66,,6602700,太平區,102,1445211.66,932,臺中市,PItemStatistics
,1406,True,66000,,12,1692228.19,,6600800,北屯區,102,1692228.19,1406,臺中市,PItemStatistics
,911,True,66000,,12,1000645.63,,6600500,北區,102,1000645.63,911,臺中市,PItemStatistics
,165,True,66000,,12,402283.95,,6602100,外埔區,102,402283.95,165,臺中市,PItemStatistics
,147,True,66000,,12,204628.88,,6602000,石岡區,102,204628.88,147,臺中市,PItemStatistics
,448,True,66000,,12,731875.77,,6601500,后里區,102,731875.77,448,臺中市,PItemStatistics
,1382,True,66000,,12,2446710.51,,6600600,西屯區,102,2446710.51,1382,臺中市,PItemStatistics
,736,True,66000,,12,666402.43,,6600400,西區,102,666402.43,736,臺中市,PItemStatistics
,468,True,66000,,12,901610.04,,6601300,沙鹿區,102,901610.04,468,臺中市,PItemStatistics
,191,True,66000,,12,249755.57,,6602900,和平區,102,249755.57,191,臺中市,PItemStatistics
,524,True,66000,,12,1042191.78,,6600200,東區,102,1042191.78,524,臺中市,PItemStatistics
,401,True,66000,,12,669312.8,,6601000,東勢區,102,669312.8,401,臺中市,PItemStatistics
,1041,True,66000,,12,1580740.17,,6600700,南屯區,102,1580740.17,1041,臺中市,PItemStatistics
,632,True,66000,,12,681401.38,,6600300,南區,102,681401.38,632,臺中市,PItemStatistics
,461,True,66000,,12,1215135.09,,6602300,烏日區,102,1215135.09,461,臺中市,PItemStatistics
,431,True,66000,,12,1010900.51,,6601600,神岡區,102,1010900.51,431,臺中市,PItemStatistics
,365,True,66000,,12,1113324.59,,6601400,梧棲區,102,1113324.59,365,臺中市,PItemStatistics
,662,True,66000,,12,1233182.65,,6601200,清水區,102,1233182.65,662,臺中市,PItemStatistics
,217,True,66000,,12,451074.76,,6601900,新社區,102,451074.76,217,臺中市,PItemStatistics
,542,True,66000,,12,544765.8,,6601700,潭子區,102,544765.8,542,臺中市,PItemStatistics
,446,True,66000,,12,1201141.01,,6602500,龍井區,102,1201141.01,446,臺中市,PItemStatistics
,925,True,66000,,12,1318088.66,,6600900,豐原區,102,1318088.66,925,臺中市,PItemStatistics
,409,True,66000,,12,721477.86,,6602600,霧峰區,102,721477.86,409,臺中市,PItemStatistics
,484,True,66000,,1,510947.6,,6601100,大甲區,103,510947.6,484,臺中市,PItemStatistics
,135,True,66000,,1,855438.85,,6602200,大安區,103,855438.85,135,臺中市,PItemStatistics
,281,True,66000,,1,738206.87,,6602400,大肚區,103,738206.87,281,臺中市,PItemStatistics
,1027,True,66000,,1,1286107.72,,6602800,大里區,103,1286107.72,1027,臺中市,PItemStatistics
,614,True,66000,,1,732733.55,,6601800,大雅區,103,732733.55,614,臺中市,PItemStatistics
,180,True,66000,,1,254599.61,,6600100,中區,103,254599.61,180,臺中市,PItemStatistics
,950,True,66000,,1,1453135.2,,6602700,太平區,103,1453135.2,950,臺中市,PItemStatistics
,1409,True,66000,,1,1741231.64,,6600800,北屯區,103,1741231.64,1409,臺中市,PItemStatistics
,914,True,66000,,1,1004007.09,,6600500,北區,103,1004007.09,914,臺中市,PItemStatistics
,168,True,66000,,1,392555.86,,6602100,外埔區,103,392555.86,168,臺中市,PItemStatistics
,154,True,66000,,1,236056.66,,6602000,石岡區,103,236056.66,154,臺中市,PItemStatistics
,451,True,66000,,1,735708.45,,6601500,后里區,103,735708.45,451,臺中市,PItemStatistics
,1384,True,66000,,1,2467740.85,,6600600,西屯區,103,2467740.85,1384,臺中市,PItemStatistics
,735,True,66000,,1,668746.41,,6600400,西區,103,668746.41,735,臺中市,PItemStatistics
,472,True,66000,,1,867943.48,,6601300,沙鹿區,103,867943.48,472,臺中市,PItemStatistics
,190,True,66000,,1,251695.13,,6602900,和平區,103,251695.13,190,臺中市,PItemStatistics
,521,True,66000,,1,1041087.85,,6600200,東區,103,1041087.85,521,臺中市,PItemStatistics
,409,True,66000,,1,657942.97,,6601000,東勢區,103,657942.97,409,臺中市,PItemStatistics
,1049,True,66000,,1,1573093.99,,6600700,南屯區,103,1573093.99,1049,臺中市,PItemStatistics
,630,True,66000,,1,684575.99,,6600300,南區,103,684575.99,630,臺中市,PItemStatistics
,464,True,66000,,1,1217263,,6602300,烏日區,103,1217263,464,臺中市,PItemStatistics
,431,True,66000,,1,1012619,,6601600,神岡區,103,1012619,431,臺中市,PItemStatistics
,375,True,66000,,1,1117012.85,,6601400,梧棲區,103,1117012.85,375,臺中市,PItemStatistics
,668,True,66000,,1,1233810.48,,6601200,清水區,103,1233810.48,668,臺中市,PItemStatistics
,222,True,66000,,1,447666.55,,6601900,新社區,103,447666.55,222,臺中市,PItemStatistics
,541,True,66000,,1,559612.11,,6601700,潭子區,103,559612.11,541,臺中市,PItemStatistics
,447,True,66000,,1,1202974.32,,6602500,龍井區,103,1202974.32,447,臺中市,PItemStatistics
,933,True,66000,,1,1323283.77,,6600900,豐原區,103,1323283.77,933,臺中市,PItemStatistics
,419,True,66000,,1,724489.4,,6602600,霧峰區,103,724489.4,419,臺中市,PItemStatistics
,484,True,66000,,2,461524.1,,6601100,大甲區,103,461524.1,484,臺中市,PItemStatistics
,135,True,66000,,2,772654.45,,6602200,大安區,103,772654.45,135,臺中市,PItemStatistics
,287,True,66000,,2,666848.23,,6602400,大肚區,103,666848.23,287,臺中市,PItemStatistics
,1028,True,66000,,2,1163808.68,,6602800,大里區,103,1163808.68,1028,臺中市,PItemStatistics
,621,True,66000,,2,661987.92,,6601800,大雅區,103,661987.92,621,臺中市,PItemStatistics
,182,True,66000,,2,230019.17,,6600100,中區,103,230019.17,182,臺中市,PItemStatistics
,974,True,66000,,2,1314047.26,,6602700,太平區,103,1314047.26,974,臺中市,PItemStatistics
,1414,True,66000,,2,1572874.53,,6600800,北屯區,103,1572874.53,1414,臺中市,PItemStatistics
,919,True,66000,,2,907066.73,,6600500,北區,103,907066.73,919,臺中市,PItemStatistics
,169,True,66000,,2,354622.02,,6602100,外埔區,103,354622.02,169,臺中市,PItemStatistics
,155,True,66000,,2,213238.53,,6602000,石岡區,103,213238.53,155,臺中市,PItemStatistics
,460,True,66000,,2,664796.12,,6601500,后里區,103,664796.12,460,臺中市,PItemStatistics
,1389,True,66000,,2,2229018.28,,6600600,西屯區,103,2229018.28,1389,臺中市,PItemStatistics
,735,True,66000,,2,604028.91,,6600400,西區,103,604028.91,735,臺中市,PItemStatistics
,475,True,66000,,2,784065.28,,6601300,沙鹿區,103,784065.28,475,臺中市,PItemStatistics
,192,True,66000,,2,227394.26,,6602900,和平區,103,227394.26,192,臺中市,PItemStatistics
,523,True,66000,,2,940366.48,,6600200,東區,103,940366.48,523,臺中市,PItemStatistics
,410,True,66000,,2,594297.14,,6601000,東勢區,103,594297.14,410,臺中市,PItemStatistics
,1052,True,66000,,2,1421150.1,,6600700,南屯區,103,1421150.1,1052,臺中市,PItemStatistics
,630,True,66000,,2,618326.59,,6600300,南區,103,618326.59,630,臺中市,PItemStatistics
,471,True,66000,,2,1099919.88,,6602300,烏日區,103,1099919.88,471,臺中市,PItemStatistics
,439,True,66000,,2,914841.34,,6601600,神岡區,103,914841.34,439,臺中市,PItemStatistics
,375,True,66000,,2,1009205.65,,6601400,梧棲區,103,1009205.65,375,臺中市,PItemStatistics
,669,True,66000,,2,1114648.02,,6601200,清水區,103,1114648.02,669,臺中市,PItemStatistics
,224,True,66000,,2,404419.34,,6601900,新社區,103,404419.34,224,臺中市,PItemStatistics
,552,True,66000,,2,505532.7,,6601700,潭子區,103,505532.7,552,臺中市,PItemStatistics
,450,True,66000,,2,1086705.12,,6602500,龍井區,103,1086705.12,450,臺中市,PItemStatistics
,945,True,66000,,2,1195647.33,,6600900,豐原區,103,1195647.33,945,臺中市,PItemStatistics
,425,True,66000,,2,655325.62,,6602600,霧峰區,103,655325.62,425,臺中市,PItemStatistics
,489,True,66000,,3,452605.04,,6601100,大甲區,103,452605.04,489,臺中市,PItemStatistics
,140,True,66000,,3,734422.89,,6602200,大安區,103,734422.89,140,臺中市,PItemStatistics
,290,True,66000,,3,634968.65,,6602400,大肚區,103,634968.65,290,臺中市,PItemStatistics
,1052,True,66000,,3,1119490.25,,6602800,大里區,103,1119490.25,1052,臺中市,PItemStatistics
,625,True,66000,,3,512739.15,,6601800,大雅區,103,512739.15,625,臺中市,PItemStatistics
,182,True,66000,,3,222641.71,,6600100,中區,103,222641.71,182,臺中市,PItemStatistics
,987,True,66000,,3,1259386.28,,6602700,太平區,103,1259386.28,987,臺中市,PItemStatistics
,1416,True,66000,,3,1550317.35,,6600800,北屯區,103,1550317.35,1416,臺中市,PItemStatistics
,919,True,66000,,3,869117.58,,6600500,北區,103,869117.58,919,臺中市,PItemStatistics
,170,True,66000,,3,338800.23,,6602100,外埔區,103,338800.23,170,臺中市,PItemStatistics
,153,True,66000,,3,185641.36,,6602000,石岡區,103,185641.36,153,臺中市,PItemStatistics
,460,True,66000,,3,635896.7,,6601500,后里區,103,635896.7,460,臺中市,PItemStatistics
,1389,True,66000,,3,2119141.76,,6600600,西屯區,103,2119141.76,1389,臺中市,PItemStatistics
,739,True,66000,,3,580886.16,,6600400,西區,103,580886.16,739,臺中市,PItemStatistics
,477,True,66000,,3,747610.28,,6601300,沙鹿區,103,747610.28,477,臺中市,PItemStatistics
,192,True,66000,,3,218514.79,,6602900,和平區,103,218514.79,192,臺中市,PItemStatistics
,523,True,66000,,3,896279.65,,6600200,東區,103,896279.65,523,臺中市,PItemStatistics
,410,True,66000,,3,515196.36,,6601000,東勢區,103,515196.36,410,臺中市,PItemStatistics
,1061,True,66000,,3,1362722.14,,6600700,南屯區,103,1362722.14,1061,臺中市,PItemStatistics
,631,True,66000,,3,594570.6,,6600300,南區,103,594570.6,631,臺中市,PItemStatistics
,472,True,66000,,3,1052543.68,,6602300,烏日區,103,1052543.68,472,臺中市,PItemStatistics
,439,True,66000,,3,861716.13,,6601600,神岡區,103,861716.13,439,臺中市,PItemStatistics
,375,True,66000,,3,961431.27,,6601400,梧棲區,103,961431.27,375,臺中市,PItemStatistics
,669,True,66000,,3,1089264.32,,6601200,清水區,103,1089264.32,669,臺中市,PItemStatistics
,224,True,66000,,3,383653.78,,6601900,新社區,103,383653.78,224,臺中市,PItemStatistics
,556,True,66000,,3,486604.14,,6601700,潭子區,103,486604.14,556,臺中市,PItemStatistics
,506,True,66000,,3,1036038.31,,6602500,龍井區,103,1036038.31,506,臺中市,PItemStatistics
,948,True,66000,,3,1145054.08,,6600900,豐原區,103,1145054.08,948,臺中市,PItemStatistics
,426,True,66000,,3,629783.47,,6602600,霧峰區,103,629783.47,426,臺中市,PItemStatistics
,489,True,66000,,4,438037,,6601100,大甲區,103,438037,489,臺中市,PItemStatistics
,140,True,66000,,4,710764,,6602200,大安區,103,710764,140,臺中市,PItemStatistics
,292,True,66000,,4,614663,,6602400,大肚區,103,614663,292,臺中市,PItemStatistics
,1055,True,66000,,4,1085401.37,,6602800,大里區,103,1085401.37,1055,臺中市,PItemStatistics
,625,True,66000,,4,496334,,6601800,大雅區,103,496334,625,臺中市,PItemStatistics
,182,True,66000,,4,215460,,6600100,中區,103,215460,182,臺中市,PItemStatistics
,1000,True,66000,,4,1220369.95,,6602700,太平區,103,1220369.95,1000,臺中市,PItemStatistics
,1418,True,66000,,4,1500377.6,,6600800,北屯區,103,1500377.6,1418,臺中市,PItemStatistics
,921,True,66000,,4,841083,,6600500,北區,103,841083,921,臺中市,PItemStatistics
,171,True,66000,,4,327897,,6602100,外埔區,103,327897,171,臺中市,PItemStatistics
,153,True,66000,,4,179653,,6602000,石岡區,103,179653,153,臺中市,PItemStatistics
,460,True,66000,,4,615384,,6601500,后里區,103,615384,460,臺中市,PItemStatistics
,1394,True,66000,,4,2050821,,6600600,西屯區,103,2050821,1394,臺中市,PItemStatistics
,741,True,66000,,4,562339.93,,6600400,西區,103,562339.93,741,臺中市,PItemStatistics
,477,True,66000,,4,723528,,6601300,沙鹿區,103,723528,477,臺中市,PItemStatistics
,192,True,66000,,4,211466,,6602900,和平區,103,211466,192,臺中市,PItemStatistics
,524,True,66000,,4,867368,,6600200,東區,103,867368,524,臺中市,PItemStatistics
,410,True,66000,,4,497581.97,,6601000,東勢區,103,497581.97,410,臺中市,PItemStatistics
,1068,True,66000,,4,1319137.94,,6600700,南屯區,103,1319137.94,1068,臺中市,PItemStatistics
,633,True,66000,,4,575392,,6600300,南區,103,575392,633,臺中市,PItemStatistics
,475,True,66000,,4,1018591,,6602300,烏日區,103,1018591,475,臺中市,PItemStatistics
,439,True,66000,,4,833919,,6601600,神岡區,103,833919,439,臺中市,PItemStatistics
,375,True,66000,,4,930514,,6601400,梧棲區,103,930514,375,臺中市,PItemStatistics
,674,True,66000,,4,1054172.99,,6601200,清水區,103,1054172.99,674,臺中市,PItemStatistics
,224,True,66000,,4,371278,,6601900,新社區,103,371278,224,臺中市,PItemStatistics
,556,True,66000,,4,471011,,6601700,潭子區,103,471011,556,臺中市,PItemStatistics
,518,True,66000,,4,1003307.33,,6602500,龍井區,103,1003307.33,518,臺中市,PItemStatistics
,952,True,66000,,4,1108239.73,,6600900,豐原區,103,1108239.73,952,臺中市,PItemStatistics
,430,True,66000,,4,609555.4,,6602600,霧峰區,103,609555.4,430,臺中市,PItemStatistics
,490,True,66000,,5,418820.43,,6601100,大甲區,103,418820.43,490,臺中市,PItemStatistics
,140,True,66000,,5,673243.58,,6602200,大安區,103,673243.58,140,臺中市,PItemStatistics
,292,True,66000,,5,584140.12,,6602400,大肚區,103,584140.12,292,臺中市,PItemStatistics
,1057,True,66000,,5,1035947.41,,6602800,大里區,103,1035947.41,1057,臺中市,PItemStatistics
,625,True,66000,,5,474872.45,,6601800,大雅區,103,474872.45,625,臺中市,PItemStatistics
,182,True,66000,,5,201671.25,,6600100,中區,103,201671.25,182,臺中市,PItemStatistics
,1004,True,66000,,5,1161878.73,,6602700,太平區,103,1161878.73,1004,臺中市,PItemStatistics
,1421,True,66000,,5,1430884.81,,6600800,北屯區,103,1430884.81,1421,臺中市,PItemStatistics
,922,True,66000,,5,794426.16,,6600500,北區,103,794426.16,922,臺中市,PItemStatistics
,172,True,66000,,5,308848.8,,6602100,外埔區,103,308848.8,172,臺中市,PItemStatistics
,154,True,66000,,5,171083.73,,6602000,石岡區,103,171083.73,154,臺中市,PItemStatistics
,460,True,66000,,5,586616,,6601500,后里區,103,586616,460,臺中市,PItemStatistics
,1397,True,66000,,5,1946970.83,,6600600,西屯區,103,1946970.83,1397,臺中市,PItemStatistics
,741,True,66000,,5,535183.92,,6600400,西區,103,535183.92,741,臺中市,PItemStatistics
,477,True,66000,,5,688221.64,,6601300,沙鹿區,103,688221.64,477,臺中市,PItemStatistics
,192,True,66000,,5,201543.31,,6602900,和平區,103,201543.31,192,臺中市,PItemStatistics
,524,True,66000,,5,824376.16,,6600200,東區,103,824376.16,524,臺中市,PItemStatistics
,410,True,66000,,5,473420.61,,6601000,東勢區,103,473420.61,410,臺中市,PItemStatistics
,1070,True,66000,,5,1258533.34,,6600700,南屯區,103,1258533.34,1070,臺中市,PItemStatistics
,634,True,66000,,5,549568.92,,6600300,南區,103,549568.92,634,臺中市,PItemStatistics
,475,True,66000,,5,968403.47,,6602300,烏日區,103,968403.47,475,臺中市,PItemStatistics
,439,True,66000,,5,709209.56,,6601600,神岡區,103,709209.56,439,臺中市,PItemStatistics
,375,True,66000,,5,884491.8,,6601400,梧棲區,103,884491.8,375,臺中市,PItemStatistics
,676,True,66000,,5,1001331.77,,6601200,清水區,103,1001331.77,676,臺中市,PItemStatistics
,224,True,66000,,5,352064.8,,6601900,新社區,103,352064.8,224,臺中市,PItemStatistics
,556,True,66000,,5,457510.48,,6601700,潭子區,103,457510.48,556,臺中市,PItemStatistics
,518,True,66000,,5,888158.04,,6602500,龍井區,103,888158.04,518,臺中市,PItemStatistics
,952,True,66000,,5,1053793.17,,6600900,豐原區,103,1053793.17,952,臺中市,PItemStatistics
,432,True,66000,,5,581723.14,,6602600,霧峰區,103,581723.14,432,臺中市,PItemStatistics
,490,True,66000,,6,405310,,6601100,大甲區,103,405310,490,臺中市,PItemStatistics
,140,True,66000,,6,651526,,6602200,大安區,103,651526,140,臺中市,PItemStatistics
,292,True,66000,,6,565297,,6602400,大肚區,103,565297,292,臺中市,PItemStatistics
,1062,True,66000,,6,1002530,,6602800,大里區,103,1002530,1062,臺中市,PItemStatistics
,644,True,66000,,6,459678.2,,6601800,大雅區,103,459678.2,644,臺中市,PItemStatistics
,182,True,66000,,6,195166,,6600100,中區,103,195166,182,臺中市,PItemStatistics
,1009,True,66000,,6,1124713.74,,6602700,太平區,103,1124713.74,1009,臺中市,PItemStatistics
,1426,True,66000,,6,1384792.59,,6600800,北屯區,103,1384792.59,1426,臺中市,PItemStatistics
,925,True,66000,,6,768978.76,,6600500,北區,103,768978.76,925,臺中市,PItemStatistics
,173,True,66000,,6,298886,,6602100,外埔區,103,298886,173,臺中市,PItemStatistics
,154,True,66000,,6,165608,,6602000,石岡區,103,165608,154,臺中市,PItemStatistics
,460,True,66000,,6,567693,,6601500,后里區,103,567693,460,臺中市,PItemStatistics
,1414,True,66000,,6,1885094.55,,6600600,西屯區,103,1885094.55,1414,臺中市,PItemStatistics
,745,True,66000,,6,518097.26,,6600400,西區,103,518097.26,745,臺中市,PItemStatistics
,487,True,66000,,6,666021,,6601300,沙鹿區,103,666021,487,臺中市,PItemStatistics
,192,True,66000,,6,195042,,6602900,和平區,103,195042,192,臺中市,PItemStatistics
,532,True,66000,,6,798137.23,,6600200,東區,103,798137.23,532,臺中市,PItemStatistics
,410,True,66000,,6,458149,,6601000,東勢區,103,458149,410,臺中市,PItemStatistics
,1071,True,66000,,6,1217937,,6600700,南屯區,103,1217937,1071,臺中市,PItemStatistics
,634,True,66000,,6,531842,,6600300,南區,103,531842,634,臺中市,PItemStatistics
,476,True,66000,,6,937207.93,,6602300,烏日區,103,937207.93,476,臺中市,PItemStatistics
,439,True,66000,,6,686332,,6601600,神岡區,103,686332,439,臺中市,PItemStatistics
,375,True,66000,,6,855960,,6601400,梧棲區,103,855960,375,臺中市,PItemStatistics
,681,True,66000,,6,969106,,6601200,清水區,103,969106,681,臺中市,PItemStatistics
,226,True,66000,,6,340825.37,,6601900,新社區,103,340825.37,226,臺中市,PItemStatistics
,559,True,66000,,6,442848.47,,6601700,潭子區,103,442848.47,559,臺中市,PItemStatistics
,520,True,66000,,6,859508,,6602500,龍井區,103,859508,520,臺中市,PItemStatistics
,953,True,66000,,6,1019800,,6600900,豐原區,103,1019800,953,臺中市,PItemStatistics
,436,True,66000,,6,563279.27,,6602600,霧峰區,103,563279.27,436,臺中市,PItemStatistics
,490,True,66000,,7,419264.76,,6601100,大甲區,103,419264.76,490,臺中市,PItemStatistics
,141,True,66000,,7,675192.12,,6602200,大安區,103,675192.12,141,臺中市,PItemStatistics
,296,True,66000,,7,584279.89,,6602400,大肚區,103,584279.89,296,臺中市,PItemStatistics
,1070,True,66000,,7,1039497.81,,6602800,大里區,103,1039497.81,1070,臺中市,PItemStatistics
,647,True,66000,,7,474568.3,,6601800,大雅區,103,474568.3,647,臺中市,PItemStatistics
,182,True,66000,,7,201671.25,,6600100,中區,103,201671.25,182,臺中市,PItemStatistics
,1014,True,66000,,7,1166092.85,,6602700,太平區,103,1166092.85,1014,臺中市,PItemStatistics
,1430,True,66000,,7,1428377.74,,6600800,北屯區,103,1428377.74,1430,臺中市,PItemStatistics
,926,True,66000,,7,787790.62,,6600500,北區,103,787790.62,926,臺中市,PItemStatistics
,173,True,66000,,7,168987.13,,6602100,外埔區,103,168987.13,173,臺中市,PItemStatistics
,154,True,66000,,7,171194.32,,6602000,石岡區,103,171194.32,154,臺中市,PItemStatistics
,460,True,66000,,7,586814.4,,6601500,后里區,103,586814.4,460,臺中市,PItemStatistics
,1418,True,66000,,7,1948536.49,,6600600,西屯區,103,1948536.49,1418,臺中市,PItemStatistics
,745,True,66000,,7,531585.84,,6600400,西區,103,531585.84,745,臺中市,PItemStatistics
,498,True,66000,,7,688221.64,,6601300,沙鹿區,103,688221.64,498,臺中市,PItemStatistics
,204,True,66000,,7,201907.04,,6602900,和平區,103,201907.04,204,臺中市,PItemStatistics
,532,True,66000,,7,815774.69,,6600200,東區,103,815774.69,532,臺中市,PItemStatistics
,411,True,66000,,7,474677.14,,6601000,東勢區,103,474677.14,411,臺中市,PItemStatistics
,1078,True,66000,,7,1267091.2,,6600700,南屯區,103,1267091.2,1078,臺中市,PItemStatistics
,634,True,66000,,7,547439.22,,6600300,南區,103,547439.22,634,臺中市,PItemStatistics
,481,True,66000,,7,986019.05,,6602300,烏日區,103,986019.05,481,臺中市,PItemStatistics
,440,True,66000,,7,709282.9,,6601600,神岡區,103,709282.9,440,臺中市,PItemStatistics
,378,True,66000,,7,883499.8,,6601400,梧棲區,103,883499.8,378,臺中市,PItemStatistics
,688,True,66000,,7,999819.44,,6601200,清水區,103,999819.44,688,臺中市,PItemStatistics
,226,True,66000,,7,357710.95,,6601900,新社區,103,357710.95,226,臺中市,PItemStatistics
,583,True,66000,,7,474419.45,,6601700,潭子區,103,474419.45,583,臺中市,PItemStatistics
,523,True,66000,,7,841993.81,,6602500,龍井區,103,841993.81,523,臺中市,PItemStatistics
,958,True,66000,,7,1054723.1,,6600900,豐原區,103,1054723.1,958,臺中市,PItemStatistics
,437,True,66000,,7,584777.84,,6602600,霧峰區,103,584777.84,437,臺中市,PItemStatistics
,491,True,66000,,8,419264.76,,6601100,大甲區,103,419264.76,491,臺中市,PItemStatistics
,141,True,66000,,8,675280.28,,6602200,大安區,103,675280.28,141,臺中市,PItemStatistics
,296,True,66000,,8,584337.49,,6602400,大肚區,103,584337.49,296,臺中市,PItemStatistics
,1074,True,66000,,8,1040630.61,,6602800,大里區,103,1040630.61,1074,臺中市,PItemStatistics
,650,True,66000,,8,475054.3,,6601800,大雅區,103,475054.3,650,臺中市,PItemStatistics
,183,True,66000,,8,201822.45,,6600100,中區,103,201822.45,183,臺中市,PItemStatistics
,1015,True,66000,,8,1166705.45,,6602700,太平區,103,1166705.45,1015,臺中市,PItemStatistics
,1435,True,66000,,8,1428427.58,,6600800,北屯區,103,1428427.58,1435,臺中市,PItemStatistics
,927,True,66000,,8,787885.82,,6600500,北區,103,787885.82,927,臺中市,PItemStatistics
,174,True,66000,,8,169020.73,,6602100,外埔區,103,169020.73,174,臺中市,PItemStatistics
,154,True,66000,,8,171194.32,,6602000,石岡區,103,171194.32,154,臺中市,PItemStatistics
,462,True,66000,,8,586837.2,,6601500,后里區,103,586837.2,462,臺中市,PItemStatistics
,1421,True,66000,,8,1948679.82,,6600600,西屯區,103,1948679.82,1421,臺中市,PItemStatistics
,748,True,66000,,8,531585.84,,6600400,西區,103,531585.84,748,臺中市,PItemStatistics
,504,True,66000,,8,688870.24,,6601300,沙鹿區,103,688870.24,504,臺中市,PItemStatistics
,204,True,66000,,8,201907.04,,6602900,和平區,103,201907.04,204,臺中市,PItemStatistics
,534,True,66000,,8,815900.69,,6600200,東區,103,815900.69,534,臺中市,PItemStatistics
,412,True,66000,,8,474677.14,,6601000,東勢區,103,474677.14,412,臺中市,PItemStatistics
,1085,True,66000,,8,1267167.86,,6600700,南屯區,103,1267167.86,1085,臺中市,PItemStatistics
,634,True,66000,,8,547439.22,,6600300,南區,103,547439.22,634,臺中市,PItemStatistics
,483,True,66000,,8,986067.35,,6602300,烏日區,103,986067.35,483,臺中市,PItemStatistics
,440,True,66000,,8,709331.5,,6601600,神岡區,103,709331.5,440,臺中市,PItemStatistics
,378,True,66000,,8,883499.8,,6601400,梧棲區,103,883499.8,378,臺中市,PItemStatistics
,689,True,66000,,8,1000050.44,,6601200,清水區,103,1000050.44,689,臺中市,PItemStatistics
,226,True,66000,,8,357710.95,,6601900,新社區,103,357710.95,226,臺中市,PItemStatistics
